2023-03-25 12:26:29.080 [restartedMain] INFO  com.project.Main.logStarted(57) - Started Main in 2.335 seconds (process running for 3.004)
2023-03-25 12:26:44.548 [restartedMain] INFO  com.project.Main.logStarting(51) - Starting Main using Java 17.0.6 with PID 9480 (C:\Users\Jagoda\programowaniezwinne\project-web-app\build\classes\java\main started by Jagoda in C:\Users\Jagoda\programowaniezwinne)
2023-03-25 12:26:44.548 [restartedMain] INFO  com.project.Main.logStartupProfileInfo(632) - No active profile set, falling back to 1 default profile: "default"
2023-03-25 12:26:46.504 [restartedMain] INFO  com.project.Main.logStarted(57) - Started Main in 2.482 seconds (process running for 3.272)
2023-03-25 12:27:45.674 [restartedMain] INFO  com.project.Main.logStarting(51) - Starting Main using Java 17.0.6 with PID 18672 (C:\Users\Jagoda\programowaniezwinne\project-web-app\build\classes\java\main started by Jagoda in C:\Users\Jagoda\programowaniezwinne)
2023-03-25 12:27:45.675 [restartedMain] INFO  com.project.Main.logStartupProfileInfo(632) - No active profile set, falling back to 1 default profile: "default"
2023-03-25 12:27:47.469 [restartedMain] INFO  com.project.Main.logStarted(57) - Started Main in 2.382 seconds (process running for 3.076)
2023-03-25 12:28:07.505 [restartedMain] INFO  com.project.Main.logStarting(51) - Starting Main using Java 17.0.6 with PID 12588 (C:\Users\Jagoda\programowaniezwinne\project-web-app\build\classes\java\main started by Jagoda in C:\Users\Jagoda\programowaniezwinne)
2023-03-25 12:28:07.506 [restartedMain] INFO  com.project.Main.logStartupProfileInfo(632) - No active profile set, falling back to 1 default profile: "default"
2023-03-25 12:28:09.314 [restartedMain] INFO  com.project.Main.logStarted(57) - Started Main in 2.328 seconds (process running for 3.013)
2023-03-25 12:28:19.517 [restartedMain] INFO  com.project.Main.logStarting(51) - Starting Main using Java 17.0.6 with PID 8544 (C:\Users\Jagoda\programowaniezwinne\project-web-app\build\classes\java\main started by Jagoda in C:\Users\Jagoda\programowaniezwinne)
2023-03-25 12:28:19.518 [restartedMain] INFO  com.project.Main.logStartupProfileInfo(632) - No active profile set, falling back to 1 default profile: "default"
2023-03-25 12:28:21.326 [restartedMain] INFO  com.project.Main.logStarted(57) - Started Main in 2.331 seconds (process running for 3.003)
2023-03-25 12:29:03.984 [restartedMain] INFO  com.project.Main.logStarting(51) - Starting Main using Java 17.0.6 with PID 11804 (C:\Users\Jagoda\programowaniezwinne\project-web-app\build\classes\java\main started by Jagoda in C:\Users\Jagoda\programowaniezwinne)
2023-03-25 12:29:03.985 [restartedMain] INFO  com.project.Main.logStartupProfileInfo(632) - No active profile set, falling back to 1 default profile: "default"
2023-03-25 12:29:05.838 [restartedMain] INFO  com.project.Main.logStarted(57) - Started Main in 2.386 seconds (process running for 3.081)
2023-03-25 12:29:08.078 [http-nio-8081-exec-1] INFO  c.project.service.ProjektServiceImpl.getProjekty(68) - REQUEST -> GET http://localhost:8080/api/projekty?page=0&size=20&sort=
2023-03-25 12:30:07.501 [restartedMain] INFO  com.project.Main.logStarting(51) - Starting Main using Java 17.0.6 with PID 16920 (C:\Users\Jagoda\programowaniezwinne\project-web-app\build\classes\java\main started by Jagoda in C:\Users\Jagoda\programowaniezwinne)
2023-03-25 12:30:07.502 [restartedMain] INFO  com.project.Main.logStartupProfileInfo(632) - No active profile set, falling back to 1 default profile: "default"
2023-03-25 12:30:09.360 [restartedMain] INFO  com.project.Main.logStarted(57) - Started Main in 2.407 seconds (process running for 3.075)
2023-03-25 12:30:20.690 [http-nio-8081-exec-9] INFO  c.project.service.ProjektServiceImpl.getProjekty(68) - REQUEST -> GET http://localhost:8080/api/projekty?page=0&size=20&sort=
